record_id,product_name,brand_name,brand_confidence,product_type,vendor,price_usd,commission_type,commission_pct,commission_flat_usd,net_earnings_per_sale_usd,cart_conversion_pct,cancellation_rate_pct,promotion_status,promotable_now,product_age_days,online_since_iso,derived_niche,risk_flags,source_page,parse_flags
117,Insomniac:The Ultimate Sleep Therapy +2 Bonuses,Insomniac:The Ultimate Sleep Therapy +2 Bonuses,MEDIUM,E-books,APVEnt,31.59,percent,60.0,UNKNOWN,18.95,UNKNOWN,UNKNOWN,Promote now,YES,1323.0,2023-01-09,mental-wellbeing,NONE,2,
118,AI Image Library PLR,AI Image Library PLR,HIGH,Downloads,HeikoBoos,31.59,percent,50.0,UNKNOWN,15.79,UNKNOWN,UNKNOWN,Promote now,YES,678.0,2024-10-15,ai-software,NONE,2,
119,Join Our Affiliate Program on Digistore24 and Earn Big!,Join Our Affiliate Program on Digistore24 and Earn Big,LOW,Downloads,HeikoBoos,24.57,percent,50.0,UNKNOWN,12.28,UNKNOWN,UNKNOWN,Promote now,YES,654.0,2024-11-08,make-money-online,MAKE_MONEY,2,
120,Promote Yara Hair Growth Vitamins Now!,Yara Hair Growth Vitamins,HIGH,Supplements - health,yarahaircare,43.29,percent,33.0,UNKNOWN,14.28,UNKNOWN,UNKNOWN,Promote now,YES,542.0,2025-02-28,health-supplement,SUPPLEMENT,2,
121,Steel Bite Pro,Steel Bite Pro,HIGH,Supplements - health,steelbitepro,207.07,percent,65.0,UNKNOWN,134.6,UNKNOWN,UNKNOWN,Request promotion,NO,2166.0,2020-09-18,health-supplement,SUPPLEMENT,2,
122,Advanced Vision Formula,Advanced Vision Formula,HIGH,Supplements - health,soundview,81.83,percent,60.0,UNKNOWN,49.1,UNKNOWN,UNKNOWN,Promote now,YES,368.0,2025-08-21,health-supplement,SUPPLEMENT|MEDICAL,2,
123,TeslaCare,TeslaCare,HIGH,Deliverable,Tesla14,583.78,percent,60.0,UNKNOWN,350.27,UNKNOWN,UNKNOWN,Promote now,YES,663.0,2024-10-30,health-supplement,SUPPLEMENT,2,
124,Glucotrust: New Killer Blood Sugar Supplement,Glucotrust: New Killer Blood Sugar Supplement,MEDIUM,Supplements - health,edelixir,80.72,percent,75.0,UNKNOWN,60.54,UNKNOWN,UNKNOWN,Promote now,YES,1722.0,2021-12-06,health-supplement,SUPPLEMENT|MEDICAL,2,
125,Promote the Ultimate Digital Marketing Guide eBook now!,the Ultimate Digital Marketing Guide eBook,MEDIUM,E-books,Fitlifesolutions,37.0,percent,80.0,UNKNOWN,21.59,16.0,11.29,Promote now,YES,766.0,2024-07-19,other,NONE,2,
126,SonoVive,SonoVive,HIGH,Supplements - health,SonoVive,202.01,percent,65.0,UNKNOWN,75.0,10.0,10.7,Request promotion,NO,823.0,2024-05-23,health-supplement,SUPPLEMENT,2,
127,Silence Tinnitus and Hearing Issues with Zeneara!,Silence Tinnitus and Hearing Issues with Zeneara,MEDIUM,Supplements - health,Nutraville,205.56,percent,60.0,UNKNOWN,70.02,9.0,13.71,Promote now,YES,923.0,2024-02-13,health-supplement,SUPPLEMENT|MEDICAL,2,
128,Get Paid To Do Simple Writing Jobs Online,Do Simple Writing Jobs Online,HIGH,Member area and video courses,socialpaid,48.95,percent,75.0,UNKNOWN,82.97,9.0,19.99,Promote now,YES,1845.0,2021-08-05,education-courses,MAKE_MONEY,2,
129,Online Kirtan and Harmonium Course,Online Kirtan and Harmonium Course,HIGH,Member area and video courses,PeaceYogaBerlin,117.75,percent,20.0,UNKNOWN,61.95,8.0,3.81,Request promotion,NO,965.0,2024-01-02,education-courses,NONE,2,
130,NeuroQuiet,NeuroQuiet,HIGH,Supplements - health,skyhighperformers,79.0,percent,64.0,UNKNOWN,53.93,8.0,16.34,Request promotion,NO,670.0,2024-10-23,health-supplement,SUPPLEMENT,2,
131,AI Marketers Club by John Crestani,AI Marketers Club by John Crestani,MEDIUM,Member area and video courses,JohnCrestani,26.12,percent,90.0,UNKNOWN,18.12,8.0,27.8,Promote now,YES,2441.0,2019-12-18,ai-software,NONE,2,
132,Reflux Online Summit | Take Control of Your Acid Reflux,Reflux Online Summit,HIGH,Member area and video courses,Refluxsummit,89.32,percent,60.0,UNKNOWN,49.43,7.0,5.19,Promote now,YES,569.0,2025-02-01,education-courses,MEDICAL,2,
133,Scorpio Scalper,Scorpio Scalper,HIGH,Software,altrasoftware,115.5,percent,65.0,UNKNOWN,61.57,7.0,5.92,Promote now,YES,183.0,2026-02-22,ai-software,NONE,2,
134,Top converting offer: Bulletproof Profits,Top converting offer: Bulletproof Profits,LOW,Member area and video courses,bp2000metric,9.0,percent,60.0,UNKNOWN,23.68,7.0,20.03,Promote now,YES,1131.0,2023-07-20,education-courses,NONE,2,PRICE_APPROX
135,Start Promoting the JointVive Today!,Start Promoting the JointVive Today,HIGH,Supplements - health,zenmavibe,212.13,percent,65.0,UNKNOWN,89.2,6.0,10.78,Promote now,YES,453.0,2025-05-28,health-supplement,SUPPLEMENT,2,
136,Clearing Academy,Clearing Academy,HIGH,Member area and video courses,Statbrook,54.82,percent,85.0,UNKNOWN,29.72,5.0,6.94,Promote now,YES,649.0,2024-11-13,education-courses,NONE,2,
137,Claritox,Claritox,HIGH,Supplements - health,ClaritoxPro,182.19,percent,55.0,UNKNOWN,128.67,5.0,11.7,Request promotion,NO,846.0,2024-04-30,health-supplement,SUPPLEMENT,2,
138,7-Figure ELITE Partnership,7-Figure ELITE Partnership,HIGH,Member area and video courses,Perpincome,1077.7,percent,50.0,UNKNOWN,439.11,5.0,12.05,Promote now,YES,1244.0,2023-03-29,education-courses,NONE,2,
139,Keto Desserts - High Converting Keto Desserts Offer,Keto Desserts,HIGH,Book (printed),raposo1,18.24,percent,75.0,UNKNOWN,5.29,4.0,1.76,Promote now,YES,2495.0,2019-10-25,weight-loss,NONE,2,
140,Lettering Generator Plus,Lettering Generator Plus,HIGH,Software,Timothy90,17.15,percent,50.0,UNKNOWN,1.05,4.0,4.89,Promote now,YES,2097.0,2020-11-26,survival-preparedness,SURVIVAL_FEAR,2,
141,Synadentix,Synadentix,HIGH,Supplements - health,Synadentix,272.04,percent,65.0,UNKNOWN,134.37,4.0,16.81,Request promotion,NO,327.0,2025-10-01,health-supplement,SUPPLEMENT,2,
142,Get Paid To Review Apps On Your Phone,Review Apps On Your Phone,HIGH,Member area and video courses,socialpaid,31.03,percent,75.0,UNKNOWN,21.61,4.0,22.93,Promote now,YES,1845.0,2021-08-05,education-courses,MAKE_MONEY,2,
143,50 Ways to use ChatGPT in Business,50 Ways to use ChatGPT in Business,MEDIUM,E-books,HeikoBoos,24.24,percent,50.0,UNKNOWN,5.42,3.0,4.97,Promote now,YES,682.0,2024-10-11,ai-software,NONE,2,
144,FlushFactor Plus,FlushFactor Plus,HIGH,Supplements - health,FlushFactorPlus,265.71,percent,65.0,UNKNOWN,101.7,2.0,13.68,Request promotion,NO,727.0,2024-08-27,health-supplement,SUPPLEMENT,2,
145,Neotonics,Neotonics,HIGH,Supplements - health,Neotonics,214.5,percent,55.0,UNKNOWN,120.55,2.0,18.14,Request promotion,NO,928.0,2024-02-08,health-supplement,SUPPLEMENT,2,
146,Unlock the Forbidden Keto Secrets to AccelerateYour Fat Loss,Unlock the Forbidden Keto Secrets to AccelerateYour Fat Loss,LOW,Downloads,fkcproject,9.36,percent,45.0,UNKNOWN,3.18,1.0,UNKNOWN,Promote now,YES,368.0,2025-08-21,weight-loss,MIRACLE_CLAIM,2,PCT_INFERRED
147,How To Accomplish More In A Fraction Of The Time,How To Accomplish More In A Fraction Of The Time,LOW,E-books,APVEnt,42.23,percent,70.0,UNKNOWN,18.75,1.0,9.81,Promote now,YES,1351.0,2022-12-12,other,NONE,2,
148,Warrior Mindset+3 Bonuses - Brand NEW!,Warrior Mindset+3 Bonuses,HIGH,E-books,APVEnt,42.23,percent,70.0,UNKNOWN,18.75,1.0,9.81,Promote now,YES,1354.0,2022-12-09,other,NONE,2,
149,Success Rituals + 3 Bonuses,Success Rituals + 3 Bonuses,HIGH,E-books,APVEnt,42.23,percent,70.0,UNKNOWN,21.89,1.0,9.81,Promote now,YES,1323.0,2023-01-09,other,NONE,2,
150,Make It Happen + 3 Bonuses,Make It Happen + 3 Bonuses,HIGH,E-books,APVEnt,42.23,percent,70.0,UNKNOWN,22.93,1.0,9.81,Promote now,YES,1323.0,2023-01-09,other,NONE,2,
151,Promote Easy Battery Fix Now!,Easy Battery Fix,HIGH,E-books,EasyBatteryFix,57.33,percent,85.0,UNKNOWN,48.73,UNKNOWN,UNKNOWN,Request promotion,NO,319.0,2025-10-09,home-diy,NONE,2,
152,Three Keys to Internet Millions,Three Keys to Internet Millions,HIGH,Member area and video courses,TrudeauConsulting,1166.39,percent,30.0,UNKNOWN,349.92,UNKNOWN,UNKNOWN,Promote now,YES,482.0,2025-04-29,education-courses,NONE,2,
153,Fatal Blackout – NEW for 2026!,Fatal Blackout,HIGH,Book (printed),FatalBlackout,78.38,percent,70.0,UNKNOWN,54.87,UNKNOWN,UNKNOWN,Request promotion,NO,179.0,2026-02-26,survival-preparedness,SURVIVAL_FEAR,2,
154,Clear Flux Blood Support Supplement,Clear Flux Blood Support Supplement,HIGH,Supplements - health,SuperBoostNutra,80.72,percent,50.0,UNKNOWN,40.36,UNKNOWN,UNKNOWN,Promote now,YES,332.0,2025-09-26,health-supplement,SUPPLEMENT,2,
155,21st Century Survival Kit - MAGA 1.0,21st Century Survival Kit,HIGH,Member area and video courses,Survival777,797.0,percent,40.0,UNKNOWN,467.96,UNKNOWN,UNKNOWN,Promote now,YES,526.0,2025-03-16,survival-preparedness,SURVIVAL_FEAR,2,PRICE_APPROX
156,Promote Liposomal Hair Renewal Now!,Liposomal Hair Renewal,HIGH,Supplements - health,puralityhealth,63.12,percent,50.0,UNKNOWN,31.56,UNKNOWN,UNKNOWN,Promote now,YES,472.0,2025-05-09,health-supplement,SUPPLEMENT,2,
157,Top-Rated Spanish Course for Older Learners: Easy to Promote,Top-Rated Spanish Course for Older Learners: Easy to Promote,LOW,Member area and video courses,SpanishSlowandEasy,98.0,percent,45.0,UNKNOWN,56.33,UNKNOWN,UNKNOWN,Request promotion,NO,286.0,2025-11-11,education-courses,NONE,2,
158,myKidPrenuers : The StartUp Generation,myKidPrenuers : The StartUp Generation,HIGH,E-books,workshaft,29.25,percent,50.0,UNKNOWN,14.62,UNKNOWN,UNKNOWN,Promote now,YES,2059.0,2021-01-03,other,NONE,2,
159,Menovelle,Menovelle,HIGH,Supplements - health,Menovelle,184.84,percent,65.0,UNKNOWN,120.15,UNKNOWN,UNKNOWN,Request promotion,NO,469.0,2025-05-12,health-supplement,SUPPLEMENT,2,
160,30-Day Creative Challenge,30-Day Creative Challenge,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,334.0,2025-09-24,other,NONE,2,
161,Freelancing Hacks,Freelancing Hacks,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,make-money-online,NONE,2,
162,The Digital Hustler,The Digital Hustler,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,other,NONE,2,
163,Stretch and Strengthen,Stretch and Strengthen,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,344.0,2025-09-14,other,NONE,2,
164,Build A One Person Business,Build A One Person Business,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
165,Money Mindset Makeover,Money Mindset Makeover,HIGH,E-books,GhulamBooks,46.99,percent,65.0,UNKNOWN,30.54,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
166,Influencer To Entrepreneur,Influencer To Entrepreneur,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
167,Oral Exams_Speak with Confidence,Oral Exams_Speak with Confidence,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,education-courses,NONE,2,
168,The Power of Study Routines,The Power of Study Routines,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,education-courses,NONE,2,
169,Master Your Morning Routines,Master Your Morning Routines,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
170,The Creative Entrepreneur,The Creative Entrepreneur,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
171,Essay Exams- Structure Before Writing,Essay Exams- Structure Before Writing,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,education-courses,NONE,2,
172,Sell without Feeling Salesy,Sell without Feeling Salesy,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
173,MCQs Guessing Smart,MCQs Guessing Smart,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
174,What To Do If You Blank Out During A Test,What To Do If You Blank Out During A Test,LOW,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
175,Night Before Exam_What To Do,Night Before Exam_What To Do,MEDIUM,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,education-courses,NONE,2,
176,Daily Routines of Successful People,Daily Routines of Successful People,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
177,Business Strategy in 30 Days,Business Strategy in 30 Days,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
178,From Rejection To Recognition,From Rejection To Recognition,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,other,NONE,2,
179,Day of The Exam_Psychology,Day of The Exam_Psychology,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,356.0,2025-09-02,education-courses,NONE,2,
180,How to Analyze Past Papers,How to Analyze Past Papers,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,other,NONE,2,
181,AI for Language Practice,AI for Language Practice,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,14.39,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,ai-software,NONE,2,
182,"Balance School, Work, and Life","Balance School, Work, and Life",HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,education-courses,NONE,2,
183,Study in Music vs. Silence_What Works Best,Study in Music vs. Silence_What Works Best,LOW,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,education-courses,NONE,2,
184,Art of Letting Go_Mental Detox,Art of Letting Go_Mental Detox,MEDIUM,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,health-supplement,SUPPLEMENT|MEDICAL,2,
185,Speak Like a Native,Speak Like a Native,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,other,NONE,2,
186,Study When You Don't Feel Like It,Study When You Don't Feel Like It,MEDIUM,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,education-courses,NONE,2,
187,Language Learning in Just 15 Minutes a Day,Language Learning in Just 15 Minutes a Day,LOW,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,education-courses,NONE,2,
188,From Overthinking to Inner Peace,From Overthinking to Inner Peace,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,other,NONE,2,
189,Mastering Stress Without Medication,Mastering Stress Without Medication,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,mental-wellbeing,NONE,2,
190,Review Before an Exam Without Cramming,Review Before an Exam Without Cramming,MEDIUM,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,355.0,2025-09-03,education-courses,NONE,2,
191,Learn Multiple Languages at Once,Learn Multiple Languages at Once,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,education-courses,NONE,2,
192,Free and Paid Platforms to Learn Coding,Free and Paid Platforms to Learn Coding,LOW,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,education-courses,NONE,2,
193,Soft Skills for Coders,Soft Skills for Coders,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,other,NONE,2,
194,What is Coding_A Beginner’s Guide,What is Coding_A Beginner’s Guide,MEDIUM,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,other,NONE,2,
195,Choosing First Programming Language,Choosing First Programming Language,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,education-courses,NONE,2,
196,From Beginner to Fluent,From Beginner to Fluent,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,other,NONE,2,
197,Weekly Planning for Busy Students,Weekly Planning for Busy Students,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,other,NONE,2,
198,Build Self-Esteem and Confidence,Build Self-Esteem and Confidence,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,mental-wellbeing,NONE,2,
199,Morning vs. Night_When Should Study,Morning vs. Night_When Should Study,MEDIUM,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,education-courses,NONE,2,
200,Study Timetable Templates,Study Timetable Templates,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,survival-preparedness,SURVIVAL_FEAR,2,
201,Setting Smart Study Goals,Setting Smart Study Goals,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,education-courses,NONE,3,
202,Time Blocking vs. To-Do Lists,Time Blocking vs. To-Do Lists,MEDIUM,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,other,NONE,3,
203,How To Practice Coding Everyday,How To Practice Coding Everyday,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,353.0,2025-09-05,other,NONE,3,
204,Learning a Language for Travel,Learning a Language for Travel,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,352.0,2025-09-06,education-courses,NONE,3,
205,Using Comics for Language Learning,Using Comics for Language Learning,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,352.0,2025-09-06,education-courses,NONE,3,
206,Fitness After 40,Fitness After 40,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,fitness,NONE,3,
207,Fitness for Busy Moms,Fitness for Busy Moms,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,fitness,NONE,3,
208,Real Fitness for Busy Women,Real Fitness for Busy Women,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,fitness,NONE,3,
209,AI Tools for Everyday Life,AI Tools for Everyday Life,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,ai-software,NONE,3,
210,Time Management for Busy People,Time Management for Busy People,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,other,NONE,3,
211,Beginner’s Blueprint to Language Learning,Beginner’s Blueprint to Language Learning,MEDIUM,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,education-courses,NONE,3,
212,Essential Grammar Tips,Essential Grammar Tips,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,other,NONE,3,
213,Business Made Simple,Business Made Simple,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,other,NONE,3,
214,The Self-Care Blueprint,The Self-Care Blueprint,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,other,NONE,3,
215,Fail Forward Fast–Startup Success,Fail Forward Fast,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,other,NONE,3,
216,Time Hacks for Entrepreneurs,Time Hacks for Entrepreneurs,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,other,NONE,3,
217,Entrepreneurial Mindset,Entrepreneurial Mindset,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,other,NONE,3,
218,Negotiation Ninja–Deal Winning Art,Deal Winning Art,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,other,NONE,3,
219,The Solopreneur Code,The Solopreneur Code,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,346.0,2025-09-12,other,NONE,3,
220,Self-Care is Not Selfish,Self-Care is Not Selfish,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,344.0,2025-09-14,other,NONE,3,
221,Your Mindful Morning,Your Mindful Morning,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,344.0,2025-09-14,other,NONE,3,
222,Body Wisdom_What Your Body Tells,Body Wisdom_What Your Body Tells,MEDIUM,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,344.0,2025-09-14,other,NONE,3,
223,Everyday Athlete,Everyday Athlete,HIGH,E-books,GhulamBooks,17.99,percent,20.0,UNKNOWN,4.21,UNKNOWN,UNKNOWN,Promote now,YES,344.0,2025-09-14,other,NONE,3,
224,From Fatigue to Fit,From Fatigue to Fit,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,344.0,2025-09-14,other,NONE,3,
225,Holistic Health Habits,Holistic Health Habits,HIGH,E-books,GhulamBooks,17.99,percent,80.0,UNKNOWN,16.83,UNKNOWN,UNKNOWN,Promote now,YES,344.0,2025-09-14,mental-wellbeing,NONE,3,
